water_temperature,salinity,turbidity,ph,oxygen,ammonia
0.7384615384615385,0.8705882352941172,0.1593501555478742,0.6799999999999997,0.5855513307984792,0.20833333333333331
0.7999999999999998,0.8941176470588235,0.010369858278603527,0.7199999999999989,0.42205323193916366,0.8055555555555556
0.47692307692307656,0.9882352941176467,0.036640165917732455,0.7999999999999972,0.5399239543726237,0.0
0.43076923076923057,0.776470588235294,0.029035603180089874,0.8400000000000034,0.5779467680608368,0.9722222222222221
0.21538461538461506,0.952941176470588,0.3304528171448324,0.6400000000000006,0.5969581749049431,0.9027777777777779
0.2615384615384615,0.9647058823529417,0.01866574490148635,0.7199999999999989,0.6159695817490494,0.0
0.23076923076923084,0.8705882352941172,0.2654683719322503,0.6400000000000006,0.6311787072243347,0.625
0.3538461538461535,0.8941176470588235,0.019011406844106467,0.7999999999999972,0.6159695817490494,0.0
0.30769230769230793,0.8823529411764706,0.14517801590044938,0.240000000000002,0.2357414448669204,0.4166666666666666
0.3230769230769228,0.8470588235294119,0.2108537849982717,0.1599999999999966,0.28517110266159684,0.8888888888888888
0.3538461538461535,0.8941176470588235,0.12478396128586243,0.7199999999999989,0.6653992395437263,0.0
0.2769230769230764,0.8941176470588235,0.13411683373660563,0.20000000000000284,0.3688212927756658,0.4583333333333333
0.3384615384615386,0.9176470588235293,0.2830971310058763,0.3200000000000003,0.49429657794676785,0.625
0.3384615384615386,0.9294117647058822,0.28620808848945734,0.3200000000000003,0.6121673003802284,0.0
0.41538461538461524,0.952941176470588,0.23712409263740067,0.5200000000000031,0.650190114068441,0.5694444444444444
0.43076923076923057,0.952941176470588,0.23539578292430005,0.28000000000000114,0.6273764258555137,0.0
0.3230769230769228,0.952941176470588,0.039751123401313516,0.6799999999999997,0.6539923954372628,0.0
0.3999999999999999,0.9647058823529417,0.00276529554096094,0.7199999999999989,0.7110266159695817,0.27777777777777773
0.41538461538461524,0.9176470588235293,0.02592464569650882,0.759999999999998,0.5285171102661599,0.7916666666666667
0.3384615384615386,0.9999999999999996,0.011752506049083995,0.759999999999998,0.5779467680608368,0.3333333333333333
0.49230769230769234,0.9647058823529417,0.008295886622882822,0.8800000000000026,0.6311787072243347,0.0
0.6461538461538465,0.9176470588235293,0.0335292084341514,0.7199999999999989,0.5323193916349813,0.4027777777777776
0.5384615384615383,0.835294117647059,0.5254061527825786,0.6400000000000006,0.6045627376425855,0.6111111111111109
0.6923076923076925,0.9058823529411764,0.17179398548219843,0.240000000000002,0.3802281368821292,0.6944444444444444
0.47692307692307656,0.9058823529411764,0.3325267888005531,0.5200000000000031,0.5627376425855515,0.6111111111111109
0.49230769230769234,0.8941176470588235,0.7753197372969237,0.3999999999999986,0.5779467680608368,0.7638888888888888
0.5538461538461537,0.9176470588235293,0.6612512962322848,0.3200000000000003,0.4866920152091254,0.0
0.5384615384615383,0.9999999999999996,0.012789491876944349,0.7199999999999989,0.5817490494296578,0.47222222222222215
0.5538461538461537,0.8588235294117643,0.030763912893190457,0.5200000000000031,0.5817490494296578,0.9722222222222221
0.523076923076923,0.9647058823529417,0.30349118562046323,0.6799999999999997,0.5551330798479086,0.9861111111111112
0.5384615384615383,0.9294117647058822,0.011752506049083995,0.7199999999999989,0.5551330798479086,0.0
0.5076923076923072,0.6823529411764704,0.1043899066712755,0.6000000000000014,0.5703422053231939,0.8194444444444444
0.5076923076923072,0.776470588235294,0.04839267196681645,0.8800000000000026,0.6083650190114069,0.4305555555555555
0.5538461538461537,0.8823529411764706,0.09332872450743172,0.4799999999999969,0.49429657794676785,0.8333333333333333
0.953846153846154,0.9294117647058822,0.05599723470445904,0.759999999999998,0.7376425855513309,0.34722222222222227
0.7384615384615385,0.9294117647058822,0.1835464915312824,0.4799999999999969,0.5285171102661599,0.15277777777777773
0.7692307692307692,0.9411764705882351,0.10957483581057725,0.6000000000000014,0.5931558935361221,0.0
0.49230769230769234,0.8588235294117643,0.011752506049083995,0.759999999999998,0.6121673003802284,0.8055555555555556
0.5538461538461537,0.9176470588235293,0.0,0.8800000000000026,0.7110266159695817,0.0
0.6461538461538465,0.8470588235294119,0.09782232976149327,0.9600000000000009,0.5703422053231939,0.7361111111111112
0.6307692307692303,0.835294117647059,0.06291047355686138,0.0799999999999983,0.3954372623574145,0.7361111111111112
0.4461538461538459,0.9294117647058822,0.2658140338748704,0.35999999999999943,0.5285171102661599,0.7361111111111112
0.47692307692307656,0.9176470588235293,0.04908399585205669,0.5200000000000031,0.6159695817490494,0.7361111111111112
0.5384615384615383,0.8588235294117643,0.2046318700311096,0.3999999999999986,0.6007604562737645,0.8472222222222223
0.7538461538461538,0.9882352941176467,0.03041825095057034,0.7199999999999989,0.5019011406844107,0.09722222222222215
0.6153846153846159,0.8470588235294119,0.17836156239198067,0.4799999999999969,0.5893536121673002,0.04166666666666663
0.7538461538461538,0.8470588235294119,0.0452817144832354,0.6799999999999997,0.5095057034220531,0.04166666666666663
0.523076923076923,0.8941176470588235,0.18423781541652268,0.3999999999999986,0.28136882129277585,0.0
0.6461538461538465,0.9176470588235293,0.5689595575527134,0.759999999999998,0.5323193916349813,0.875
0.6153846153846159,0.9176470588235293,0.2893190459730384,0.7999999999999972,0.5817490494296578,0.0
0.6153846153846159,0.9058823529411764,0.13480815762184584,0.7999999999999972,0.5703422053231939,0.3611111111111111
0.7692307692307692,0.8588235294117643,0.6069823712409264,0.6400000000000006,0.5247148288973384,0.9583333333333333
0.6923076923076925,0.9176470588235293,0.06567576909782233,0.3999999999999986,0.4524714828897338,1.0
0.7999999999999998,0.9294117647058822,0.06221914967162115,0.4399999999999977,0.30418250950570314,0.01388888888888884
0.7999999999999998,0.952941176470588,0.5184929139301763,0.4799999999999969,0.4448669201520914,0.04166666666666663
0.8461538461538458,0.952941176470588,0.21707569996543383,0.5600000000000023,0.5133079847908746,0.47222222222222215
0.7384615384615385,0.9411764705882351,0.024541997926028347,0.7999999999999972,0.517110266159696,0.8333333333333333
0.7538461538461538,0.952941176470588,0.6000691323885241,0.4399999999999977,0.40304182509505737,0.6944444444444444
0.8461538461538458,0.9647058823529417,0.5461458693397858,0.6000000000000014,0.5551330798479086,0.7777777777777777
0.41538461538461524,0.8941176470588235,0.050466643622537166,0.9200000000000017,0.5513307984790876,0.6111111111111109
0.36923076923076925,0.952941176470588,0.10508123055651573,0.759999999999998,0.5779467680608368,0.7222222222222223
0.36923076923076925,0.9647058823529417,0.08123055651572762,0.5200000000000031,0.44866920152091283,0.2361111111111111
0.2615384615384615,0.9058823529411764,0.07466297960594538,0.7199999999999989,0.6235741444866922,0.4166666666666666
0.1384615384615384,0.9411764705882351,0.008295886622882822,0.6799999999999997,0.6996197718631179,0.9722222222222221
0.1846153846153844,0.8941176470588235,0.15658486000691327,0.6400000000000006,0.6197718631178708,0.8472222222222223
0.0,0.9647058823529417,0.01417213964742482,0.6799999999999997,0.7452471482889733,0.4305555555555555
0.19999999999999973,0.9411764705882351,0.027307293466989284,0.7999999999999972,0.7186311787072246,0.6527777777777777
0.10769230769230775,0.8588235294117643,0.1749049429657795,0.6799999999999997,0.5703422053231939,0.7916666666666667
0.29230769230769216,0.9058823529411764,0.013826477704804703,1.0,0.6844106463878326,0.04166666666666663
0.36923076923076925,0.9411764705882351,0.28724507431731766,0.759999999999998,0.6996197718631179,0.0
0.2769230769230764,0.9882352941176467,0.015209125475285174,0.6000000000000014,0.6349809885931561,0.09722222222222215
0.23076923076923084,0.9764705882352938,0.043207742827514696,0.6400000000000006,0.6387832699619775,0.0
0.3846153846153846,0.8235294117647056,0.1731766332526789,0.3200000000000003,0.6311787072243347,0.12499999999999994
0.19999999999999973,0.9999999999999996,0.0255789837538887,0.5200000000000031,0.7072243346007607,0.8055555555555556
0.3230769230769228,0.9647058823529417,0.13480815762184584,0.6000000000000014,0.5589353612167305,0.20833333333333331
0.5846153846153843,0.9882352941176467,0.030763912893190457,0.759999999999998,0.6273764258555137,0.16666666666666669
0.3230769230769228,0.44705882352941195,0.33632907016937436,0.1599999999999966,0.35741444866920147,0.7777777777777777
0.5538461538461537,0.8823529411764706,0.23435879709643972,0.7999999999999972,0.6387832699619775,0.47222222222222215
0.6769230769230772,0.952941176470588,0.5827860352575182,0.8800000000000026,0.6083650190114069,0.49999999999999994
0.7846153846153845,0.8470588235294119,0.07811959903214656,0.3999999999999986,0.520912547528517,0.0
0.7076923076923078,0.9647058823529417,0.06221914967162115,0.28000000000000114,0.7072243346007607,0.3888888888888889
0.7846153846153845,0.9999999999999996,0.047355686138956105,0.6000000000000014,0.517110266159696,0.27777777777777773
0.9230769230769234,0.9294117647058822,0.23816107846526097,0.4399999999999977,0.517110266159696,0.0
0.8615384615384611,0.8941176470588235,0.05668855858969926,0.6000000000000014,0.5551330798479086,0.7083333333333335
0.8461538461538458,0.9647058823529417,0.010369858278603527,0.6799999999999997,0.5285171102661599,0.9722222222222221
0.7999999999999998,0.8705882352941172,0.007604562737642586,0.4399999999999977,0.40684410646387836,0.6805555555555556
0.6769230769230772,0.9411764705882351,0.043899066712754925,0.4399999999999977,0.5323193916349813,0.7638888888888888
0.8307692307692305,0.9764705882352938,0.02799861735222952,0.7199999999999989,0.517110266159696,0.5277777777777777
0.8615384615384611,0.9294117647058822,0.05565157276183892,0.8400000000000034,0.5741444866920153,0.7222222222222223
0.6769230769230772,0.6705882352941179,0.226408572416177,0.11999999999999744,0.3231939163498099,0.7222222222222223
0.8615384615384611,0.9999999999999996,0.021085378499827168,0.5200000000000031,0.4828897338403044,0.0
1.0,0.9764705882352938,0.061873487729001045,1.0,0.4524714828897338,0.12499999999999994
0.8923076923076918,0.9999999999999996,0.11026615969581749,0.6000000000000014,0.4866920152091254,0.6388888888888888
0.953846153846154,0.0,0.06602143104044245,0.5600000000000023,1.0000000000000002,0.8888888888888888
0.9846153846153847,0.9764705882352938,0.0006913238852402359,0.4799999999999969,0.3992395437262355,0.9027777777777779
0.8461538461538458,0.8235294117647056,0.3549948150708607,0.3999999999999986,0.40684410646387836,0.0
0.7846153846153845,0.9647058823529417,0.0452817144832354,0.5200000000000031,0.45627376425855526,0.0
0.8769230769230765,0.952941176470588,0.1043899066712755,0.5600000000000023,0.9771863117870725,0.9027777777777779
0.7999999999999998,0.9999999999999996,0.01659177324576564,0.5200000000000031,0.4828897338403044,0.9166666666666665
0.8769230769230765,0.9999999999999996,0.005876253024542,0.6799999999999997,0.47528517110266155,0.0
0.7999999999999998,0.9176470588235293,0.03733148980297269,0.5600000000000023,0.5551330798479086,0.7083333333333335
0.47692307692307656,0.9176470588235293,0.01417213964742482,0.9600000000000009,0.4980988593155897,0.0
0.3846153846153846,0.9999999999999996,0.4434842723816108,0.5600000000000023,0.307984790874525,0.0
0.2769230769230764,0.9882352941176467,0.03629450397511234,0.5200000000000031,0.4676806083650191,0.7222222222222223
0.3230769230769228,0.9999999999999996,0.2834427929484964,0.5600000000000023,0.4524714828897338,0.5972222222222221
0.23076923076923084,0.7882352941176474,0.38714137573453167,0.6400000000000006,0.5893536121673002,0.0
0.41538461538461524,0.952941176470588,0.019357068786726585,0.6000000000000014,0.5513307984790876,0.0
0.41538461538461524,0.9411764705882351,0.09090909090909091,0.7199999999999989,0.5475285171102662,0.3055555555555555
0.47692307692307656,0.9882352941176467,0.11234013135153821,0.7999999999999972,0.6273764258555137,0.0
0.1846153846153844,0.9882352941176467,0.26304873833390946,0.4799999999999969,0.517110266159696,0.15277777777777773
0.36923076923076925,0.9999999999999996,0.42032492222606294,0.4799999999999969,0.6273764258555137,0.6666666666666667
0.43076923076923057,0.9411764705882351,0.02972692706533011,0.6000000000000014,0.6349809885931561,0.09722222222222215
0.3846153846153846,0.9647058823529417,0.026615969581749048,0.7999999999999972,0.6615969581749053,0.19444444444444436
0.24615384615384572,0.9764705882352938,0.10404424472865538,0.8400000000000034,0.6615969581749053,0.47222222222222215
0.30769230769230793,0.8823529411764706,0.01832008295886623,0.4799999999999969,0.5665399239543729,0.9444444444444444
0.43076923076923057,0.9411764705882351,0.041479433114414106,0.5600000000000023,0.64638783269962,0.5416666666666667
0.661538461538461,0.9411764705882351,0.0964396819910128,0.4799999999999969,0.3992395437262355,0.47222222222222215
0.7384615384615385,0.952941176470588,0.028689941237469756,0.4799999999999969,0.5285171102661599,0.5833333333333333
0.5999999999999996,0.9647058823529417,0.032837884548911164,0.6000000000000014,0.5627376425855515,0.8194444444444444
0.8307692307692305,0.8941176470588235,0.46180435534047704,0.3999999999999986,0.4828897338403044,0.9305555555555556
0.7846153846153845,0.8705882352941172,0.032492222606291046,0.4799999999999969,0.5589353612167305,0.8611111111111112
0.7846153846153845,0.9647058823529417,0.07362599377808503,0.6799999999999997,0.5855513307984792,0.625
0.7846153846153845,0.9882352941176467,0.013826477704804703,0.5600000000000023,0.4106463878326998,0.8888888888888888
0.6153846153846159,0.9764705882352938,0.08399585205668855,0.11999999999999744,0.31558935361216744,0.8888888888888888
0.6923076923076925,0.9882352941176467,0.007258900795022468,0.7199999999999989,0.5475285171102662,0.3888888888888889
0.8307692307692305,0.9764705882352938,0.021776702385067404,0.6799999999999997,0.5133079847908746,0.09722222222222215
0.7230769230769232,0.9764705882352938,1.0,0.35999999999999943,0.5437262357414452,0.18055555555555552
